DATA,01F/01,,01F/02,,01F/03,,01F/04,,01F/05,,01F/50,,01G/02,,01G/03,,01G/04,,01G/50,,01G/51,,02D/01,,02E/01,,02E/02,,02E/50,,02F/02,,02F/03,,02F/53,,02G/01,,02G/02,,02G/03,,02G/50,,02H/03,,02H/51,,02H/52,,02K/01,,02L/50,,02L/51,,02M/50,,02O/01,,02P/02,,02P/50,,02Q/01,
05/06/1995 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/1995 00:00,2.6,,,,,,3.5,,,,,,2.2,,5.3,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/1995 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,4.2,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/1995 00:00,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/07/1995 00:00,2.8,,2.5,,,,,,,,,,2.4,,2.5,,3.4,,,,,,,,5.5,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/07/1995 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,
01/08/1995 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/1995 00:00,2.2,,,,,,,,,,,,2.2,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/09/1995 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/09/1995 00:00,2.7,,,,,,2.9,,,,,,2.2,,2,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/1995 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,
09/10/1995 00:00,2.2,,10.5,,,,2.8,,,,,,9.6,,18.6,,2,,,,,,,,3.9,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/1995 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
06/11/1995 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/1995 00:00,6.6,,,,,,,,,,,,2.4,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/1995 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/12/1995 00:00,5.1,,,,,,7.2,,,,,,2.2,,9.4,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,12.8,,35,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/1996 00:00,7,,2.7,,,,,,,,,,4.1,,,,2.7,,,,,,,,6.7,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
05/02/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/02/1996 00:00,10,,,,,,3.6,,,,,,2.2,,4.7,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/1996 00:00,13.5,,,,,,,,,,,,2.2,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,5.6,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/1996 00:00,8.7,,2,,,,5.2,,,,,,4,,9,,2,,,,,,,,8.2,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
06/05/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1996 00:00,7.9,,,,,,2,,,,,,2.2,,6.1,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/1996 00:00,4.7,,16.7,,,,,,,,,,2.2,,18.9,,,,,,,,,,3,,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1996 00:00,27.7,,2,,,,18.7,,,,,,23.2,,25.5,,42.7,,,,,,,,31.7,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,9.3,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,
05/08/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/1996 00:00,2.2,,,,,,,,,,,,16.1,,2,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/09/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/1996 00:00,2.2,,2,,,,,,,,,,5.4,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,34.6,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/1996 00:00,2.2,,2.6,,,,2.6,,,,,,2.2,,3.3,,2.7,,,,,,,,4.2,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/10/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
04/11/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/1996 12:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,
05/11/1996 00:00,2.2,,,,2,,2,,,,,,2.2,,12.5,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
02/12/1996 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/1996 12:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
03/12/1996 00:00,19.7,,,,,,,,,,,,4.1,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/1997 12:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
07/01/1997 00:00,4.2,,,,5.9,,6.3,,,,,,3.5,,10.2,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
03/02/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/1997 12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
04/02/1997 00:00,15.1,,3.3,,31.6,,8.8,,,,,,5.6,,39.4,,2,,,,,,,,38,,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
03/03/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/1997 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,
04/03/1997 00:00,2.6,,,,2.5,,2,,,,,,2.5,,3.2,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1997 11:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
02/04/1997 00:00,2.2,,2,,2,,2.7,,,,,,2.2,,3.3,,4.9,,,,,,,,2.2,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
05/05/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/1997 12:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
06/05/1997 00:00,3.6,,,,5.3,,2.2,,,,,,2.2,,3.2,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/1997 11:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
03/06/1997 00:00,2.6,,2.7,,4.5,,2,,,,,,2.2,,3.8,,2,,,,,,,,3.8,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
01/07/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1997 11:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
02/07/1997 00:00,2.2,,,,3.4,,2.4,,,,,,2.2,,5.4,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
04/08/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/1997 10:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
05/08/1997 00:00,2.2,,2,,,,,,,,,,2.2,,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
01/09/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/1997 11:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
02/09/1997 00:00,2.7,,6,,12.4,,5.7,,,,,,3,,8.4,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/1997 10:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
06/10/1997 00:00,2.2,,2.2,,,,2.2,,,,,,2.2,,3.1,,2.2,,,,,,,,2.2,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/10/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
03/11/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/1997 10:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
04/11/1997 00:00,2.7,,,,,,3.3,,,,,,2.2,,6.8,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,
02/12/1997 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/1997 08:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
15/12/1997 00:00,10.8,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/1997 00:00,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/1998 11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
06/01/1998 00:00,4.1,,,,,,3.1,,,,,,,,8,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/1998 00:00,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,
02/02/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1998 11:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
03/02/1998 00:00,4.2,,3.2,,,,3.7,,,,,,3.1,,5.4,,3.2,,,,,,,,3.9,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,
02/03/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/1998 10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,
03/03/1998 00:00,4.3,,,,,,3.2,,,,,,2.9,,7.2,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,
01/04/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1998 10:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,
06/04/1998 00:00,5.3,,2.2,,,,2.7,,,,,,2.4,,3.9,,2.2,,,,,,,,2.3,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/04/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,
04/05/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,
05/05/1998 00:00,2.4,,,,,,2.2,,,,,,2.2,,11.2,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,
01/06/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
02/06/1998 00:00,2.2,,3.5,,,,,,,,,,2.2,,4.7,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/1998 00:00,2.2,,2.2,,,,2.5,,,,,,2.2,,6.2,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,
03/08/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
04/08/1998 00:00,2.8,,,,,,,,,,,,2.2,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/08/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,
01/09/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
02/09/1998 00:00,2.2,,2.2,,,,2.2,,,,,,2.2,,4.4,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,
06/10/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
07/10/1998 00:00,4.7,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/10/1998 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/10/1998 13:15,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
03/11/1998 09:40,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/1998 00:00,4.4,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/1998 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(<),,,,,,,,,,,,,,,,,,,,
09/12/1998 00:00,8,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/1999 11:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,(<),,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/1999 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,(<),,,,,,,,,,,,,,,,,,,,,,,,
05/01/1999 14:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,(<),,,,,,,,,,,,,,,,,,,,
06/01/1999 09:10,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/1999 10:00,,,,,5,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/1999 10:30,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/1999 10:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/1999 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/1999 11:30,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/1999 12:30,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/1999 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,(<),,,,,,,,,,,,,,
01/02/1999 10:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1999 11:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,(<),,,,,,,,,,,,,,,,,,,,
02/02/1999 08:50,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1999 09:25,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1999 10:00,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1999 10:20,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1999 10:50,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1999 11:15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1999 11:30,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1999 11:35,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1999 12:10,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/1999 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,(<)
01/03/1999 11:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,(<),,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1999 12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,(<),,,,,,,,,,,,,,,,,,,,
02/03/1999 07:50,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/1999 08:45,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/1999 09:05,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/1999 09:20,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/1999 09:25,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/1999 10:00,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/1999 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/1999 11:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/1999 08:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,(<),,,,,,,,,,,,,,
